10000489374341860,0.00241,0.00196,0.00164,0.69069,-0.72151,0.04142,0.02565,0.03685,0.03529,0.06223,
10000489474362840,0.00501,0.00312,0.01659,0.69079,-0.72014,0.05966,0.02535,0.01628,-0.01138,0.22194,
10000489574383790,0.00919,0.00374,0.04147,0.69639,-0.71398,0.06364,0.03491,0.09447,-0.00952,0.26380,
10000489674404680,0.02193,0.00348,0.06805,0.70297,-0.70652,0.07124,0.03981,0.15408,-0.01511,0.25889,
10000489774425530,0.03978,0.00085,0.09125,0.70624,-0.70208,0.08027,0.04318,0.19969,-0.03677,0.19531,
10000489874446330,0.06115,-0.00251,0.10622,0.70658,-0.70119,0.08689,0.03906,0.21563,-0.03050,0.12662,
10000489974467120,0.07862,-0.00300,0.11657,0.70547,-0.70178,0.09292,0.03438,0.15765,-0.02683,0.11135,
10000490074487940,0.08805,-0.00336,0.12320,0.70244,-0.70482,0.09293,0.03426,0.06100,-0.01023,0.05861,
10000490174508780,0.08503,0.00035,0.12398,0.69906,-0.70835,0.08988,0.03836,-0.09771,0.03985,-0.01965,
10000490274529650,0.07452,0.00241,0.11656,0.69448,-0.71281,0.08882,0.04140,-0.16887,0.04877,-0.18160,
10000490374550560,0.05763,0.00328,0.09766,0.68934,-0.71895,0.07904,0.04100,-0.20292,0.01967,-0.23915,
10000490474571500,0.04014,0.00084,0.07630,0.68489,-0.72441,0.06816,0.03895,-0.18532,0.00560,-0.23032,
10000490574592470,0.02327,0.00111,0.05698,0.68276,-0.72666,0.06403,0.04128,-0.15725,0.02250,-0.17778,
10000490674613480,0.01153,0.00219,0.04240,0.68461,-0.72531,0.05860,0.04241,-0.09678,0.02701,-0.12374,
10000490774634480,0.00473,0.00253,0.03202,0.68508,-0.72519,0.05610,0.04016,-0.04098,0.03918,-0.11077,
10000490874655480,0.00330,0.00377,0.01997,0.68355,-0.72772,0.04900,0.02787,0.00273,0.01755,-0.11644,
10000490974676470,0.00289,0.00404,0.01052,0.68539,-0.72695,0.03854,0.01721,-0.00987,0.01175,-0.08069,
10000491074697440,0.00306,0.00499,0.00293,0.68510,-0.72759,0.03460,0.00685,-0.00810,0.00109,-0.05769,
10000491174718400,0.00239,0.00431,-0.00154,0.68735,-0.72564,0.03125,0.00572,-0.01791,-0.02192,-0.02831,
10000491274739350,0.00060,0.00372,-0.00277,0.69228,-0.72094,0.02935,0.01157,-0.02644,-0.01408,0.00749,
10000491374760300,0.00075,0.00442,-0.00292,0.69385,-0.71944,0.02801,0.01387,0.00517,-0.00075,-0.00207,
10000491474781260,0.00225,0.00583,-0.00339,0.69446,-0.71858,0.03347,0.01539,0.01623,0.01077,-0.00103,
10000491574802250,0.00314,0.00567,-0.00304,0.69401,-0.71894,0.03629,0.01246,-0.00213,-0.01348,0.01183,
10000491674823250,0.00176,0.00478,0.00435,0.69454,-0.71798,0.04117,0.02053,-0.00503,0.00110,0.13817,
10000491774844270,0.00431,0.00765,0.02748,0.69830,-0.71319,0.05550,0.02570,0.05006,0.03118,0.29795,
10000491874865280,0.01290,0.00963,0.06051,0.70271,-0.70678,0.07410,0.03411,0.11969,-0.00058,0.33862,
10000491974886260,0.02767,0.00887,0.09323,0.70868,-0.69945,0.08236,0.04179,0.17193,-0.02734,0.30783,
10000492074907200,0.04777,0.00413,0.11900,0.71141,-0.69516,0.09219,0.04635,0.21551,-0.07298,0.21041,
10000492174928130,0.07066,-0.00393,0.13459,0.71433,-0.69118,0.09766,0.04966,0.21271,-0.08830,0.11654,
10000492274949050,0.08849,-0.01158,0.14068,0.71192,-0.69345,0.10027,0.04739,0.12660,-0.06194,0.03207,
10000492374969990,0.09177,-0.01324,0.13945,0.70855,-0.69650,0.10325,0.04666,-0.04214,0.01425,-0.06547,
10000492474990930,0.08401,-0.01224,0.12721,0.70045,-0.70467,0.10480,0.04265,-0.12302,0.02548,-0.16686,
10000492575011900,0.06770,-0.01084,0.11111,0.69602,-0.70962,0.09840,0.04819,-0.19056,0.02939,-0.17349,
10000492675032880,0.04795,-0.00701,0.09487,0.69379,-0.71242,0.09099,0.05321,-0.20211,0.02994,-0.14834,
10000492775053860,0.02879,-0.00721,0.08041,0.69177,-0.71416,0.08784,0.06099,-0.18132,0.01130,-0.18385,
10000492875074820,0.01370,-0.00850,0.05839,0.68708,-0.71957,0.08243,0.05780,-0.11682,-0.02290,-0.24135,
10000492975095760,0.00389,-0.01035,0.03662,0.68285,-0.72536,0.07200,0.04885,-0.07267,-0.02144,-0.17182,
10000493075116670,-0.00145,-0.00919,0.02356,0.68408,-0.72544,0.06271,0.04274,-0.02861,0.02549,-0.11810,
10000493175137550,-0.00166,-0.00620,0.01273,0.68452,-0.72647,0.05279,0.02987,0.01488,0.02591,-0.11419,
10000493275158360,0.00060,-0.00402,0.00269,0.68452,-0.72749,0.04343,0.01753,0.02252,-0.00207,-0.07866,
10000493375179150,0.00065,-0.00318,-0.00426,0.68523,-0.72700,0.04107,0.01570,-0.03381,0.02492,0.01924,
10000493475199920,-0.00061,-0.00299,-0.00554,0.68976,-0.72276,0.03963,0.01671,-0.01643,0.00826,0.01070,
10000493575220700,-0.00043,-0.00297,-0.00559,0.69262,-0.71989,0.04007,0.02090,0.01572,-0.00255,0.01888,
10000493675241520,0.00475,-0.00186,-0.00545,0.69748,-0.71501,0.04499,0.01615,0.04794,0.01310,0.00183,
10000493775262350,0.00815,-0.00193,-0.00518,0.69715,-0.71488,0.05324,0.00994,-0.00167,-0.01420,0.00621,
10000493875283190,0.01085,-0.00244,-0.00538,0.69712,-0.71504,0.05041,0.01409,0.08159,-0.00085,-0.01200,
10000493975304040,0.01498,-0.00120,-0.00606,0.69480,-0.71718,0.05300,0.01029,-0.00660,0.00860,-0.00752,
10000494075324910,0.01059,0.00012,-0.00554,0.69452,-0.71756,0.05103,0.01161,-0.06654,0.01746,0.00445,
10000494175345780,0.00340,-0.00035,-0.00549,0.69454,-0.71766,0.04913,0.01285,-0.05687,-0.00336,-0.00348,
10000494275366660,0.00121,-0.00051,-0.00554,0.69430,-0.71800,0.04726,0.01345,-0.00083,-0.00210,-0.00243,
10000494375387560,0.00148,-0.00041,-0.00550,0.69448,-0.71782,0.04742,0.01385,-0.00103,-0.00071,-0.00076,
10000494475408480,0.00151,-0.00040,-0.00557,0.69441,-0.71789,0.04721,0.01382,-0.00128,0.00041,-0.00119,
10000494575429410,0.00154,-0.00045,-0.00558,0.69437,-0.71793,0.04716,0.01379,-0.00120,0.00022,-0.00090,
10000494675450370,0.00158,-0.00047,-0.00558,0.69440,-0.71792,0.04708,0.01372,-0.00019,0.00103,-0.00114,
10000494775471360,0.00159,-0.00049,-0.00558,0.69436,-0.71796,0.04703,0.01369,-0.00035,0.00026,-0.00057,
10000494875492360,0.00160,-0.00053,-0.00558,0.69438,-0.71794,0.04705,0.01371,-0.00023,-0.00050,0.00020,
10000494975513380,0.00160,-0.00056,-0.00557,0.69437,-0.71795,0.04706,0.01367,0.00021,-0.00051,0.00020,
10000495075534410,0.00160,-0.00057,-0.00556,0.69436,-0.71796,0.04705,0.01365,0.00011,-0.00123,0.00031,
10000495175555450,0.00160,-0.00056,-0.00556,0.69438,-0.71795,0.04693,0.01356,0.00016,0.00066,-0.00000,
10000495275576510,0.00158,-0.00053,-0.00558,0.69429,-0.71803,0.04693,0.01359,-0.00010,0.00001,-0.00022,
10000495375597570,0.00158,-0.00053,-0.00559,0.69425,-0.71807,0.04689,0.01356,-0.00036,-0.00078,-0.00034,
10000495475618640,0.00159,-0.00056,-0.00558,0.69426,-0.71807,0.04685,0.01349,-0.00006,-0.00138,0.00065,
10000495575639720,0.00158,-0.00057,-0.00559,0.69427,-0.71806,0.04687,0.01349,-0.00001,-0.00193,0.00005,
10000495675660820,0.00159,-0.00057,-0.00559,0.69427,-0.71806,0.04684,0.01347,0.00020,-0.00073,0.00110,
10000495775681940,0.00157,-0.00058,-0.00558,0.69421,-0.71811,0.04688,0.01354,-0.00016,-0.00138,0.00061,
10000495875703100,0.00157,-0.00058,-0.00558,0.69418,-0.71815,0.04688,0.01354,0.00043,-0.00083,0.00059,
10000495975724280,0.00156,-0.00056,-0.00559,0.69415,-0.71817,0.04690,0.01352,-0.00037,-0.00077,0.00008,
10000496075745480,0.00155,-0.00056,-0.00558,0.69413,-0.71819,0.04688,0.01349,0.00010,-0.00144,0.00004,
10000496175766680,0.00155,-0.00057,-0.00558,0.69412,-0.71821,0.04686,0.01346,0.00003,-0.00154,0.00016,
10000496275787900,0.00152,-0.00061,-0.00558,0.69413,-0.71821,0.04675,0.01337,0.00126,-0.00197,0.00020,
10000496375809130,0.00133,-0.00078,-0.00547,0.69448,-0.71791,0.04627,0.01265,-0.00087,-0.00847,0.00177,
10000496475830360,0.00320,-0.00169,-0.00544,0.69410,-0.71813,0.04919,0.00995,0.05871,-0.02576,0.00415,
10000496575851600,0.01128,-0.00644,0.00307,0.68225,-0.72806,0.06668,0.00452,0.06982,-0.06049,0.20050,
10000496675872840,0.02216,-0.01232,0.03269,0.68852,-0.71967,0.08509,0.02784,0.16645,-0.07078,0.35282,
10000496775894050,0.04432,-0.01918,0.07006,0.69334,-0.71282,0.09544,0.04537,0.27210,-0.06992,0.37062,
10000496875915220,0.07713,-0.02229,0.10401,0.69942,-0.70565,0.09855,0.05619,0.36968,-0.01224,0.31113,
10000496975936380,0.11773,-0.01883,0.13045,0.69869,-0.70398,0.11027,0.06398,0.44611,0.07732,0.23599,
