10000025741498840,0.09657,0.02656,-0.03657,0.65555,0.75371,-0.00734,-0.04603,-0.08757,-0.26732,-0.01815,
10000025841453910,0.10230,-0.01338,-0.04525,0.64903,0.75914,0.02310,-0.04402,-0.02362,-0.23152,-0.08092,
10000025941409030,0.11019,-0.03833,-0.05468,0.64461,0.76275,0.05153,-0.00664,0.02649,-0.19703,-0.08479,
10000026041364190,0.11754,-0.05906,-0.06073,0.64681,0.75927,0.07054,0.01274,0.05404,-0.20377,-0.06166,
10000026141319400,0.12559,-0.08503,-0.05861,0.65065,0.75516,0.07319,0.03207,0.04397,-0.23815,-0.06993,
10000026241274640,0.12426,-0.10247,-0.06269,0.64618,0.75817,0.07506,0.04460,-0.00008,-0.23427,-0.05875,
10000026341229930,0.12927,-0.09749,-0.05216,0.65645,0.74901,0.07329,0.05184,0.01170,-0.18232,-0.02977,
10000026441185250,0.14195,-0.05330,-0.04248,0.66077,0.74500,0.07210,0.05618,0.04076,-0.06189,-0.00564,
10000026541140620,0.15437,-0.04919,-0.04197,0.66016,0.74537,0.07451,0.05528,0.08121,-0.01857,-0.00220,
10000026641096040,0.16890,-0.04508,-0.04415,0.66581,0.74406,0.04706,0.02929,0.11059,0.03359,-0.04076,
10000026741051490,0.17197,-0.03019,-0.04878,0.67593,0.73671,0.01032,0.01634,0.06658,0.06247,-0.04599,
10000026841006980,0.18444,-0.02593,-0.05067,0.68100,0.73217,-0.01074,0.00660,0.04512,0.00022,-0.02375,
10000026940962520,0.19401,-0.02142,-0.04933,0.68512,0.72824,-0.01637,0.00341,0.02764,-0.05716,0.00441,
10000027040918100,0.20045,-0.02614,-0.04942,0.68225,0.73100,-0.00645,0.01116,0.00318,-0.10936,0.00279,
10000027140873720,0.21146,-0.03698,-0.05144,0.68184,0.73122,0.00369,0.02003,0.01776,-0.11337,0.00004,
10000027240829390,0.21839,-0.04203,-0.05082,0.67836,0.73416,0.01299,0.02569,0.03852,-0.11245,0.01170,
10000027340785090,0.23218,-0.05126,-0.05047,0.67808,0.73412,0.01755,0.03105,0.05349,-0.10897,0.00949,
10000027440740850,0.23675,-0.05231,-0.04939,0.67547,0.73638,0.02009,0.03292,0.04780,-0.09896,0.00937,
10000027540696660,0.24116,-0.05386,-0.04833,0.67391,0.73762,0.02382,0.03457,0.03618,-0.09049,0.00103,
10000027640652500,0.24563,-0.05538,-0.04754,0.67317,0.73800,0.02979,0.03624,0.02849,-0.09184,-0.00152,
10000027740608390,0.24566,-0.05748,-0.04845,0.67301,0.73810,0.03197,0.03524,0.02932,-0.08365,-0.01292,
10000027840564330,0.25319,-0.06078,-0.04878,0.67297,0.73781,0.03574,0.03826,0.04276,-0.07897,-0.00848,
10000027940520310,0.25927,-0.06419,-0.04816,0.67309,0.73741,0.03920,0.04041,0.04767,-0.07484,-0.00834,
10000028040476340,0.26517,-0.06766,-0.04752,0.67308,0.73712,0.04100,0.04396,0.04214,-0.07277,-0.00794,
