1513588717009162496,-0.06912,0.02172,0.06594,-0.39477,0.63856,-0.33547,-0.56908,-0.17117,0.10363,0.14463,
1513588717109124352,-0.09100,0.02506,0.06895,-0.39852,0.63382,-0.34904,-0.56358,-0.16863,0.11523,0.13211,
1513588717209105152,-0.10434,0.04000,0.07689,-0.40668,0.62656,-0.36858,-0.55335,-0.14057,0.13203,0.09701,
1513588717309089536,-0.11641,0.06086,0.08518,-0.41994,0.61066,-0.38978,-0.54664,-0.09063,0.15498,0.05868,
1513588717409071360,-0.12052,0.08100,0.08976,-0.42272,0.59981,-0.39566,-0.55226,-0.03183,0.17220,0.00434,
1513588717509049344,-0.11941,0.10020,0.08910,-0.42268,0.59112,-0.39567,-0.56158,0.03751,0.16653,-0.03035,
1513588717609040384,-0.10895,0.11900,0.08510,-0.42746,0.58646,-0.39345,-0.56440,0.11632,0.14218,-0.05452,
1513588717709018368,-0.09071,0.12978,0.07873,-0.42706,0.59125,-0.37732,-0.57069,0.18820,0.08487,-0.06235,
1513588717809008384,-0.06688,0.13459,0.07215,-0.43411,0.59465,-0.35745,-0.57460,0.22729,-0.01021,-0.03702,
1513588717908989440,-0.04169,0.12899,0.07159,-0.43805,0.60257,-0.34521,-0.57083,0.21969,-0.13189,-0.01224,
1513588718008968448,-0.02353,0.11049,0.07153,-0.43875,0.61575,-0.34263,-0.55763,0.13075,-0.24827,-0.01360,
1513588718108991488,-0.01896,0.08799,0.06921,-0.43975,0.62629,-0.35523,-0.53684,0.00140,-0.26705,-0.02849,
1513588718208937472,-0.02283,0.06455,0.06784,-0.44479,0.62596,-0.38268,-0.51370,-0.03987,-0.24418,-0.02549,
1513588718308924416,-0.02276,0.04920,0.06373,-0.41185,0.64545,-0.37433,-0.52312,-0.00531,-0.21861,-0.05002,
1513588718408933376,-0.01460,0.04252,0.05580,-0.36617,0.67233,-0.33138,-0.55144,0.01914,-0.18123,-0.08606,
1513588718509352448,-0.00235,0.04043,0.04582,-0.33006,0.69788,-0.27937,-0.57094,0.02872,-0.11556,-0.09916,
